medium-teal,pale-gold,cornflower,medium-brown,dark-rose,light-straw,bright-red,burnt-orange,bronze,spring-green,dark-coral,dark-cornflower,dark-teal,light-teal,dark-purple,straw-yellow,black,light-blue,brass,brown,lime,dark-red,medium-gold,sea-green,medium-aqua,burgundy,rosewood,pale-pink,pale-yellow,light-aqua,pewter,mahogany,coffee,antique-brass,salmon,dark-pink,light-orange,ecru,yellow,grey,dark-royal-blue,dark-grey,orange,kelly-green,red,light-lavender,medium-grey,pale-sage,rose,lavender,navy-blue,paddy-green,bright-yellow,turquoise,dark-green,blue-violet,sunny-yellow,vanilla,very-light-blue,light-rose,dark-beige,pale-peach,terra-cotta,moss-green,pink,dark-tan,green,white,medium-forest-green,dark-lavender,rainforest,pale-green
[  8 104 131],[174 108  34],[ 89 122 174],[134  82  51],[184  25  72],[210 143  84],[201  22  31],[200  69  20],[160  80  34],[151 179  79],[169  52  38],[ 26  68 121],[10 85 95],[ 65 157 188],[87 30 96],[244 154  44],[28 24 30],[162 203 234],[113  86  62],[75 29 16],[192 187  59],[130  19  35],[220 134  49],[35 95 78],[ 10 143 135],[101  14  39],[114  62  54],[248 186 190],[243 213 138],[122 198 185],[46 48 51],[96 37 18],[57 19 11],[74 68 50],[229 129 100],[220  70 117],[240 119  37],[244 223 186],[231 185  56],[193 197 206],[13 23 59],[ 88  92 105],[236  82  32],[54 84 62],[174  28  23],[203 174 205],[130 130 130],[169 168 101],[192  96 109],[170 122 169],[ 9 31 40],[14 85 40],[251 234  27],[  7 119 126],[37 47 26],[ 45  41 101],[252 249 178],[234 214 154],[223 232 235],[174 101 113],[165 118  72],[249 197 174],[127  52  29],[82 80 32],[245 159 183],[195 120  90],[ 73 142  81],[233 229 219],[58 91 58],[136  88 147],[60 89 36],[221 228 177]
